GCF_001941765.1	Acinetobacter baumannii	470	PRJNA305150	SAMN04273154	ASM194176v1	98.45	8.032095	0.67
GCF_002082625.2	Acinetobacter baumannii	470	PRJNA380857	SAMN06650260	ASM208262v2	99.7	55.091404	0.17
GCF_002082645.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650245	ASM208264v1	98.67	10.199355	0.17
GCF_002082685.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650243	ASM208268v1	97.95	5.4429646	0.17
GCF_002082705.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650264	ASM208270v1	99.36	27.793861	0.17
GCF_002082725.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650241	ASM208272v1	99.41	29.812225	0.17
GCF_002082745.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650242	ASM208274v1	99.02	15.088097	0.17
GCF_002082785.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650239	ASM208278v1	99.73	56.936058	0.53
GCF_002082805.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650238	ASM208280v1	99.43	30.540161	0.25
GCF_002082825.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650240	ASM208282v1	98.54	8.999917	0.25
GCF_002082845.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650262	ASM208284v1	99.3	26.230457	0.17
GCF_002082865.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650263	ASM208286v1	99.44	32.508892	0.17
GCF_002082885.1	Acinetobacter baumannii	470	PRJNA380857	SAMN06650261	ASM208288v1	99.66	53.701714	0.17
GCF_002116925.1	Acinetobacter baumannii	470	PRJNA317553	SAMN04621185	ASM211692v1	99.52	39.490444	0.06
GCF_002210065.1	Acinetobacter baumannii	470	PRJNA269083	SAMN07125723	ASM221006v1	99.61	51.617172	0.25
GCF_002504145.1	Acinetobacter baumannii	470	PRJNA355911	SAMN06099024	ASM250414v1	99.1	18.529242	0.55
GCF_002741415.1	Acinetobacter baumannii	470	PRJNA269083	SAMN07736509	ASM274141v1	99.27	25.560427	0.25
GCF_002761575.1	Acinetobacter baumannii	470	PRJNA396979	SAMN07445112	ASM276157v1	99.58	43.196293	0.17
GCF_002762095.1	Acinetobacter baumannii	470	PRJNA416164	SAMN07943355	ASM276209v1	99.78	62.767807	0.17
GCF_002762115.1	Acinetobacter baumannii	470	PRJNA416164	SAMN07943353	ASM276211v1	99.36	27.793861	0.17
GCF_002762155.1	Acinetobacter baumannii	470	PRJNA416164	SAMN07943354	ASM276215v1	99.84	77.03697	0.17
GCF_002843665.1	Acinetobacter baumannii	470	PRJNA419431	SAMN08054861	ASM284366v1	99.04	15.43552	0.17
GCF_002902885.1	Acinetobacter baumannii	470	PRJNA430813	SAMN06040401	ASM290288v1	98.64	9.885019	1.58
GCF_002947415.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014897	ASM294741v1	99.15	19.596327	0.17
GCF_002947845.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014904	ASM294784v1	98.45	8.032095	0.66
GCF_002948925.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014919	ASM294892v1	99.49	33.96476	0.17
GCF_002950495.2	Acinetobacter baumannii	470	PRJNA387062	SAMN08364585	ASM295049v2	99.94	98.80884	0.17
GCF_002996805.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014924	ASM299680v1	99.61	51.617172	1.31
GCF_002999195.2	Acinetobacter baumannii	470	PRJNA387062	SAMN08364584	ASM299919v2	99.78	62.767807	0.25
GCF_003006035.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014929	ASM300603v1	99.58	43.196293	0.56
GCF_003010655.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014943	ASM301065v1	99.94	98.80884	0.17
GCF_003010675.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014942	ASM301067v1	99.54	41.10348	2.33
GCF_003181015.1	Acinetobacter baumannii	470	PRJNA472712	SAMN09241862	ASM318101v1	99.27	25.560427	0.17
GCF_003264255.1	Acinetobacter baumannii	470	PRJNA361029	SAMN07135563	ASM326425v1	99.81	64.58764	0.25
GCF_003264275.1	Acinetobacter baumannii	470	PRJNA273343	SAMN07135565	ASM326427v1	99.5	36.84341	0.17
GCF_003264295.1	Acinetobacter baumannii	470	PRJNA361029	SAMN06219545	ASM326429v1	99.83	75.994705	0.25
GCF_003288775.1	Acinetobacter baumannii	470	PRJNA475448	SAMN09389171	ASM328877v1	99.27	25.560427	0.25
GCF_003296225.1	Acinetobacter baumannii	470	PRJNA472712	SAMN09460321	ASM329622v1	98.56	9.264621	0.25
GCF_003345235.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07559626	ASM334523v1	99.5	36.84341	1.32
GCF_003431385.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07289440	ASM343138v1	97.25	3.6065845	0.53
GCF_003431865.1	Acinetobacter baumannii	470	PRJNA316321	SAMN04014911	ASM343186v1	99.28	25.85822	0.73
GCF_003516005.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07284119	ASM351600v1	99.61	51.617172	0.5
GCF_003522665.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07520236	ASM352266v1	99.23	22.814129	0.71
GCF_003522705.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07520237	ASM352270v1	98.8	11.316072	0.34
GCF_003522785.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07520233	ASM352278v1	99.94	98.80884	1.27
GCF_003522845.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07520232	ASM352284v1	99.02	15.088097	0.53
GCF_003522885.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07520231	ASM352288v1	99.94	98.80884	0.17
GCF_003547115.1	Acinetobacter baumannii	470	PRJNA316321	SAMN04014893	ASM354711v1	98.61	9.71958	0.73
GCF_003591615.1	Acinetobacter baumannii	470	PRJNA400841	SAMN07580891	ASM359161v1	99.27	25.560427	0.17
GCF_003812385.1	Acinetobacter baumannii	470	PRJNA231221	SAMN10163228	ASM381238v1	98.95	14.409794	1.43
GCF_003812485.1	Acinetobacter baumannii	470	PRJNA505170	SAMN10411605	ASM381248v1	99.88	81.55348	1.32
GCF_003931755.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258640	ASM393175v1	99.94	98.80884	0.17
GCF_003931775.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258642	ASM393177v1	99.94	98.80884	0.17
GCF_003948085.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261613	ASM394808v2	99.52	39.490444	0.17
GCF_003948455.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261589	ASM394845v2	99.94	98.80884	0.17
GCF_003948535.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261584	ASM394853v2	99.94	98.80884	0.17
GCF_003949115.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261535	ASM394911v2	99.52	39.490444	0.17
GCF_003949595.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261544	ASM394959v2	99.94	98.80884	0.17
GCF_003949725.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261537	ASM394972v2	99.52	39.490444	0.17
GCF_004028375.1	Acinetobacter baumannii	470	PRJNA506023	SAMN10441121	ASM402837v1	99.22	22.541153	0.74
GCF_004101685.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258672	ASM410168v1	99.94	98.80884	0.17
GCF_004101705.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258689	ASM410170v1	99.83	75.994705	0.17
GCF_004101725.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258647	ASM410172v1	99.94	98.80884	0.17
GCF_004101745.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258645	ASM410174v1	99.72	56.671352	0.17
GCF_004136355.1	Acinetobacter baumannii	470	PRJNA484790	SAMN09769497	ASM413635v1	99.61	51.617172	0.17
GCF_004564095.1	Acinetobacter baumannii	470	PRJNA529047	SAMN10386510	ASM456409v1	99.13	19.27372	1.35
GCF_004564115.1	Acinetobacter baumannii	470	PRJNA529047	SAMN10386508	ASM456411v1	98.99	14.633138	3.51
GCF_004758865.1	Acinetobacter baumannii	470	PRJNA530138	SAMN11298775	ASM475886v1	97.89	5.252709	0.55
GCF_004768705.1	Acinetobacter baumannii	470	PRJNA530330	SAMN11311113	ASM476870v1	99.86	79.84118	1.25
GCF_005280435.1	Acinetobacter baumannii	470	PRJNA540767	SAMN11557458	ASM528043v1	98.58	9.355613	0.51
GCF_005280675.1	Acinetobacter baumannii	470	PRJNA541077	SAMN11571814	ASM528067v1	98.75	10.852841	1.07
GCF_005280695.1	Acinetobacter baumannii	470	PRJNA541078	SAMN11571816	ASM528069v1	96.86	2.9944577	0.25
GCF_005518095.1	Acinetobacter baumannii	470	PRJNA542432	SAMN11621520	ASM551809v1	98.81	11.398792	0.53
GCF_005671375.1	Acinetobacter baumannii	470	PRJNA543307	SAMN11660471	ASM567137v1	99.9	83.638016	0.17
GCF_007107525.1	Acinetobacter baumannii	470	PRJNA472828	SAMN12158047	ASM710752v1	99.74	57.126312	0.27
GCF_007221455.1	Acinetobacter baumannii	470	PRJNA503905	SAMN12045486	ASM722145v1	99.84	77.03697	0.17
GCF_007647215.1	Acinetobacter baumannii	470	PRJNA360504	SAMN06211572	ASM764721v1	99.47	33.559433	0.25
GCF_008033255.2	Acinetobacter baumannii	470	PRJNA557366	SAMN12399660	ASM803325v2	99.04	15.43552	1.17
GCF_008124045.1	Acinetobacter baumannii	470	PRJNA560883	SAMN12603273	ASM812404v1	99.94	98.80884	1.36
GCF_008244865.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258648	ASM824486v1	99.83	75.994705	0.17
GCF_008244885.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258679	ASM824488v1	99.94	98.80884	0.17
GCF_008244905.1	Acinetobacter baumannii	470	PRJNA390934	SAMN07258673	ASM824490v1	99.94	98.80884	0.17
GCF_008630895.1	Acinetobacter baumannii	470	PRJNA305151	SAMN04273155	ASM863089v1	98.45	8.032095	0.67
GCF_008632635.1	Acinetobacter baumannii	470	PRJNA565663	SAMN12769618	ASM863263v1	99.94	98.80884	0.95
GCF_008807055.1	Acinetobacter baumannii	470	PRJNA493508	SAMN10135127	ASM880705v1	99.63	52.30375	0.25
GCF_008931365.1	Acinetobacter baumannii	470	PRJNA550014	SAMN12289292	ASM893136v1	97.39	3.9705517	1.29
GCF_009455505.1	Acinetobacter baumannii	470	PRJNA472798	SAMN09244200	ASM945550v1	99.18	20.704773	0.25
GCF_009497995.1	Acinetobacter baumannii	470	PRJNA311558	SAMN07520235	ASM949799v1	99.27	25.560427	0.64
GCF_009498335.1	Acinetobacter baumannii	470	PRJNA560129	SAMN12569102	ASM949833v1	98.03	5.699396	0.25
GCF_009740145.1	Acinetobacter baumannii	470	PRJNA593376	SAMN13476302	ASM974014v1	99.86	79.84118	0.25
GCF_009759685.1	Acinetobacter baumannii	470	PRJNA577968	SAMN13045090	ASM975968v1	99.19	21.416164	0.06
GCF_011067065.1	Acinetobacter baumannii	470	PRJNA609015	SAMN14217790	ASM1106706v1	98.94	14.202994	0.17
GCF_012931605.1	Acinetobacter baumannii	470	PRJNA473419	SAMN14667518	ASM1293160v1	98.9	13.243444	0.87
GCF_012931625.1	Acinetobacter baumannii	470	PRJNA473419	SAMN14667516	ASM1293162v1	99.78	62.767807	0.69
GCF_012931645.1	Acinetobacter baumannii	470	PRJNA473419	SAMN14667515	ASM1293164v1	99.78	62.767807	0.69
GCF_012931665.1	Acinetobacter baumannii	470	PRJNA473419	SAMN14667517	ASM1293166v1	99.01	14.848209	0.58
GCF_012934905.1	Acinetobacter baumannii	470	PRJNA613562	SAMN14409516	ASM1293490v1	99.75	58.90479	0.53
GCF_012934925.1	Acinetobacter baumannii	470	PRJNA613578	SAMN14409628	ASM1293492v1	99.16	20.324263	1.31
GCF_012934945.1	Acinetobacter baumannii	470	PRJNA613583	SAMN14409813	ASM1293494v1	99.75	58.90479	0.25
GCF_012934965.1	Acinetobacter baumannii	470	PRJNA613587	SAMN14410107	ASM1293496v1	99.79	63.82662	0.08
GCF_012934985.1	Acinetobacter baumannii	470	PRJNA613593	SAMN14410138	ASM1293498v1	99.71	55.4471	0.25
GCF_012935005.1	Acinetobacter baumannii	470	PRJNA613679	SAMN14414761	ASM1293500v1	99.02	15.088097	0.98
GCF_012935025.1	Acinetobacter baumannii	470	PRJNA613683	SAMN14415334	ASM1293502v1	99.83	75.994705	0.25
GCF_012935045.1	Acinetobacter baumannii	470	PRJNA613820	SAMN14420246	ASM1293504v1	99.83	75.994705	0.25
GCF_012935065.1	Acinetobacter baumannii	470	PRJNA613821	SAMN14420253	ASM1293506v1	99.3	26.230457	0.25
GCF_012935085.1	Acinetobacter baumannii	470	PRJNA613824	SAMN14420254	ASM1293508v1	99.46	33.21201	0.62
GCF_012935105.1	Acinetobacter baumannii	470	PRJNA613825	SAMN14420255	ASM1293510v1	99.54	41.10348	0.62
GCF_012935125.1	Acinetobacter baumannii	470	PRJNA613957	SAMN14422682	ASM1293512v1	98.95	14.409794	0.53
GCF_012935145.1	Acinetobacter baumannii	470	PRJNA613590	SAMN14410111	ASM1293514v1	99.75	58.90479	1.31
GCF_012935165.1	Acinetobacter baumannii	470	PRJNA613675	SAMN14414747	ASM1293516v1	99.83	75.994705	0.25
GCF_012935185.1	Acinetobacter baumannii	470	PRJNA613681	SAMN14414778	ASM1293518v1	99.66	53.701714	0.25
GCF_012974585.1	Acinetobacter baumannii	470	PRJNA605582	SAMN14072279	ASM1297458v1	99.12	19.066921	0.51
GCF_012974845.1	Acinetobacter baumannii	470	PRJNA548859	SAMN12057668	ASM1297484v1	99.07	15.882207	0.17
GCF_013305465.1	Acinetobacter baumannii	470	PRJNA631347	SAMN14859482	ASM1330546v1	99.05	15.625775	1.76
GCF_013376855.2	Acinetobacter baumannii	470	PRJNA641163	SAMN15344688	ASM1337685v2	99.83	75.994705	0.08
GCF_013377175.1	Acinetobacter baumannii	470	PRJNA595709	SAMN13565236	ASM1337717v1	99.69	54.710896	0.5
GCF_013394265.1	Acinetobacter baumannii	470	PRJNA574573	SAMN12860376	ASM1339426v1	99.61	51.617172	0.17
GCF_013394285.1	Acinetobacter baumannii	470	PRJNA574548	SAMN12859885	ASM1339428v1	99.78	62.767807	0.66
GCF_013416255.1	Acinetobacter baumannii	470	PRJNA630392	SAMN14833494	ASM1341625v1	99.5	36.84341	0.84
GCF_013416275.1	Acinetobacter baumannii	470	PRJNA630397	SAMN14833556	ASM1341627v1	99.37	28.29018	0.93
GCF_013787185.1	Acinetobacter baumannii	470	PRJNA646375	SAMN15541804	ASM1378718v1	97.26	3.6479445	1.73
GCF_014159355.1	Acinetobacter baumannii	470	PRJDB6962	SAMD00194470	ASM1415935v1	99.08	17.826122	1.25
GCF_014169655.1	Acinetobacter baumannii	470	PRJDB6962	SAMD00194616	ASM1416965v1	99.52	39.490444	0.67
GCF_014322245.1	Acinetobacter baumannii	470	PRJNA602169	SAMN13884837	ASM1432224v1	99.36	27.793861	0.81
GCF_014672735.1	Acinetobacter baumannii	470	PRJNA645521	SAMN15507634	ASM1467273v1	99.84	77.03697	0.22
GCF_014672755.1	Acinetobacter baumannii	470	PRJNA645521	SAMN15507635	ASM1467275v1	99.51	36.97576	0.06
GCF_014672775.1	Acinetobacter baumannii	470	PRJNA645521	SAMN15507625	ASM1467277v1	97.98	5.5174127	0.67
GCF_014705785.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12413929	ASM1470578v1	99.58	43.196293	0.17
GCF_014705805.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391854	ASM1470580v1	99.61	51.617172	0.17
GCF_014705825.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391537	ASM1470582v1	99.06	15.733312	0.17
GCF_014705845.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391535	ASM1470584v1	99.61	51.617172	0.17
GCF_014705865.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391534	ASM1470586v1	99.61	51.617172	0.17
GCF_014705885.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391536	ASM1470588v1	99.57	42.749607	0.17
GCF_014874575.1	Acinetobacter baumannii	470	PRJNA647049	SAMN15574350	ASM1487457v1	99.74	57.126312	2.92
GCF_015571935.1	Acinetobacter baumannii	470	PRJNA662792	SAMN16304032	ASM1557193v1	98.51	8.652494	1.23
GCF_015732435.1	Acinetobacter baumannii	470	PRJNA640471	SAMN15778733	ASM1573243v1	99.8	64.099594	0.25
GCF_015870765.1	Acinetobacter baumannii	470	PRJNA641163	SAMN15735522	ASM1587076v1	99.83	75.994705	0.29
GCF_015870965.1	Acinetobacter baumannii	470	PRJNA641163	SAMN15738014	ASM1587096v1	99.83	75.994705	0.29
GCF_015910475.1	Acinetobacter baumannii	470	PRJNA437968	SAMN08687991	ASM1591047v1	99.86	79.84118	0.25
GCF_016127515.1	Acinetobacter baumannii	470	PRJNA231221	SAMN16357205	ASM1612751v1	98.94	14.202994	0.25
GCF_016350005.1	Acinetobacter baumannii	470	PRJNA684975	SAMN17073618	ASM1635000v1	99.61	51.617172	0.17
GCF_016350065.1	Acinetobacter baumannii	470	PRJNA684975	SAMN17073617	ASM1635006v1	99.94	98.80884	0.17
GCF_016350085.1	Acinetobacter baumannii	470	PRJNA684975	SAMN17073615	ASM1635008v1	99.86	79.84118	0.17
GCF_016350105.1	Acinetobacter baumannii	470	PRJNA684975	SAMN17073616	ASM1635010v1	99.94	98.80884	0.17
GCF_016864295.1	Acinetobacter baumannii	470	PRJNA644570	SAMN15501054	ASM1686429v1	98.77	11.018281	0.17
GCF_016864315.2	Acinetobacter baumannii	470	PRJNA644570	SAMN15501056	ASM1686431v2	99.1	18.529242	0.17
GCF_016864915.1	Acinetobacter baumannii	470	PRJNA644570	SAMN15501316	ASM1686491v1	97.41	3.9953678	0.3
GCF_016865465.1	Acinetobacter baumannii	470	PRJDB8068	SAMD00169927	ASM1686546v1	98.65	10.025643	0.08
GCF_016903135.1	Acinetobacter baumannii	470	PRJNA231221	SAMN16357502	ASM1690313v1	99.7	55.091404	0.17
GCF_016903215.1	Acinetobacter baumannii	470	PRJNA231221	SAMN16357501	ASM1690321v1	99.61	51.617172	0.25
GCF_016919505.2	Acinetobacter baumannii	470	PRJNA701627	SAMN17898087	ASM1691950v2	99.52	39.490444	0.17
GCF_016919525.1	Acinetobacter baumannii	470	PRJNA701627	SAMN17898088	ASM1691952v2	99.41	29.812225	0.17
GCF_017096325.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538706	ASM1709632v2	99.81	64.58764	0.25
GCF_017096345.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538703	ASM1709634v2	98.99	14.633138	0.25
GCF_017096365.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538704	ASM1709636v2	99.16	20.324263	0.25
GCF_017096385.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538701	ASM1709638v2	99.83	75.994705	0.25
GCF_017096405.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538705	ASM1709640v2	99.23	22.814129	0.25
GCF_017096425.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538702	ASM1709642v2	97.28	3.747208	0.25
GCF_017098185.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538699	ASM1709818v2	99.07	15.882207	0.25
GCF_017098205.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538700	ASM1709820v2	99.94	98.80884	0.25
GCF_017098225.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538698	ASM1709822v2	99.05	15.625775	0.17
GCF_017098245.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538697	ASM1709824v2	97.77	4.8721976	0.08
GCF_017098265.2	Acinetobacter baumannii	470	PRJNA646312	SAMN15538696	ASM1709826v2	99.53	39.76342	0.25
GCF_017639875.1	Acinetobacter baumannii	470	PRJNA716155	SAMN18396008	ASM1763987v1	99.61	51.617172	0.79
GCF_017723975.1	Acinetobacter baumannii	470	PRJNA716781	SAMN18452234	ASM1772397v1	99.94	98.80884	0.79
GCF_017724115.1	Acinetobacter baumannii	470	PRJNA716782	SAMN18452334	ASM1772411v1	99.94	98.80884	0.79
GCF_017724155.1	Acinetobacter baumannii	470	PRJNA716785	SAMN18452342	ASM1772415v1	99.94	98.80884	0.79
GCF_017724195.1	Acinetobacter baumannii	470	PRJNA716790	SAMN18452659	ASM1772419v1	99.94	98.80884	0.79
GCF_017724215.1	Acinetobacter baumannii	470	PRJNA716794	SAMN18452698	ASM1772421v1	99.94	98.80884	0.79
GCF_017726495.1	Acinetobacter baumannii	470	PRJNA716795	SAMN18452699	ASM1772649v1	99.94	98.80884	0.79
GCF_017726555.1	Acinetobacter baumannii	470	PRJNA716802	SAMN18452712	ASM1772655v1	99.94	98.80884	0.79
GCF_017726575.1	Acinetobacter baumannii	470	PRJNA716803	SAMN18452713	ASM1772657v1	99.27	25.560427	0.45
GCF_017742855.1	Acinetobacter baumannii	470	PRJNA716762	SAMN18451305	ASM1774285v1	99.94	98.80884	0.79
GCF_017753625.1	Acinetobacter baumannii	470	PRJNA716893	SAMN18498586	ASM1775362v1	99.54	41.10348	0.29
GCF_018135585.1	Acinetobacter baumannii	470	PRJNA716893	SAMN18498587	ASM1813558v1	99.86	79.84118	0.93
GCF_018454385.1	Acinetobacter baumannii	470	PRJNA728250	SAMN19073634	ASM1845438v1	99.94	98.80884	0.17
GCF_018604365.1	Acinetobacter baumannii	470	PRJNA607827	SAMN18202092	ASM1860436v1	99.23	22.814129	0.25
GCF_018808925.1	Acinetobacter baumannii	470	PRJNA602058	SAMN13874777	ASM1880892v1	99.3	26.230457	1.52
GCF_018831125.1	Acinetobacter baumannii	470	PRJNA602058	SAMN13874778	ASM1883112v1	99.75	58.90479	0.56
GCF_018831465.1	Acinetobacter baumannii	470	PRJNA607827	SAMN14149266	ASM1883146v1	99.61	51.617172	0.25
GCF_018831485.1	Acinetobacter baumannii	470	PRJNA607827	SAMN14149265	ASM1883148v1	99.61	51.617172	2.53
GCF_019076685.1	Acinetobacter baumannii	470	PRJNA659865	SAMN15929419	ASM1907668v1	98.65	10.025643	1.39
GCF_019356075.1	Acinetobacter baumannii	470	PRJNA747802	SAMN20295790	ASM1935607v1	99.72	56.671352	0.25
GCF_019356215.1	Acinetobacter baumannii	470	PRJNA748365	SAMN20326334	ASM1935621v1	99.5	36.84341	0.97
GCF_019457715.1	Acinetobacter baumannii	470	PRJNA741866	SAMN19911946	ASM1945771v1	99.75	58.90479	0.53
GCF_019458485.1	Acinetobacter baumannii	470	PRJNA742487	SAMN19955388	ASM1945848v1	99.57	42.749607	0.25
GCF_019703285.1	Acinetobacter baumannii	470	PRJDB11827	SAMD00330123	ASM1970328v1	98.11	6.046819	4.18
GCF_019903155.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646564	ASM1990315v1	98.78	11.076185	0.54
GCF_019903175.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646563	ASM1990317v1	99.94	98.80884	0.51
GCF_019903195.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646562	ASM1990319v1	99.94	98.80884	0.51
GCF_019903215.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646561	ASM1990321v1	99.61	51.617172	0.17
GCF_020132105.1	Acinetobacter baumannii	470	PRJNA607827	SAMN21240079	ASM2013210v1	99.52	39.490444	0.91
GCF_020271605.1	Acinetobacter baumannii	470	PRJNA750704	SAMN20477964	ASM2027160v1	99.27	25.560427	0.67
GCF_020520325.1	Acinetobacter baumannii	470	PRJNA770061	SAMN22202742	ASM2052032v1	99.66	53.701714	0.25
GCF_020520345.1	Acinetobacter baumannii	470	PRJNA770061	SAMN22202743	ASM2052034v1	99.66	53.701714	0.25
GCF_020520365.1	Acinetobacter baumannii	470	PRJNA770061	SAMN22202744	ASM2052036v1	99.66	53.701714	0.25
GCF_020520385.1	Acinetobacter baumannii	470	PRJNA770061	SAMN22202745	ASM2052038v1	99.66	53.701714	0.25
GCF_020520405.1	Acinetobacter baumannii	470	PRJNA770061	SAMN22202746	ASM2052040v1	99.66	53.701714	0.25
GCF_020810655.1	Acinetobacter baumannii	470	PRJNA472828	SAMN14226727	ASM2081065v1	99.61	51.617172	0.7
GCF_020906565.1	Acinetobacter baumannii	470	PRJNA779589	SAMN23041240	ASM2090656v1	98.87	12.945653	0.17
GCF_020911985.1	Acinetobacter baumannii	470	PRJNA729114	SAMN19110717	ASM2091198v1	99.52	39.490444	0.06
GCF_020912005.1	Acinetobacter baumannii	470	PRJNA729114	SAMN19110862	ASM2091200v1	99.5	36.84341	1.27
GCF_020985285.1	Acinetobacter baumannii	470	PRJNA781087	SAMN23235066	ASM2098528v1	98.43	7.8170238	0.82
GCF_021398135.1	Acinetobacter baumannii	470	PRJNA792449	SAMN24425237	ASM2139813v1	99.94	98.80884	0.25
GCF_021484905.1	Acinetobacter baumannii	470	PRJNA742487	SAMN23416908	ASM2148490v1	98.81	11.398792	0.25
GCF_021559695.1	Acinetobacter baumannii	470	PRJNA637186	SAMN15097904	ASM2155969v1	99.94	98.80884	0.25
GCF_021609965.1	Acinetobacter baumannii	470	PRJNA742487	SAMN23416895	ASM2160996v1	99.57	42.749607	0.25
GCF_021725415.1	Acinetobacter baumannii	470	PRJNA799658	SAMN25185246	ASM2172541v1	98.92	13.408884	0.25
GCF_021729465.1	Acinetobacter baumannii	470	PRJNA638186	SAMN15182649	ASM2172946v1	99.61	51.617172	0.17
GCF_021730415.1	Acinetobacter baumannii	470	PRJNA769700	SAMN22170067	ASM2173041v1	99.5	36.84341	0.25
GCF_021764725.1	Acinetobacter baumannii	470	PRJNA800215	SAMN25236223	ASM2176472v1	99.04	15.43552	0.17
GCF_021899715.1	Acinetobacter baumannii	470	PRJNA779589	SAMN25263435	ASM2189971v1	98.73	10.687402	2
GCF_022107375.1	Acinetobacter baumannii	470	PRJNA812595	SAMN25755497	ASM2210737v2	99.29	25.998842	1.27
GCF_022369275.1	Acinetobacter baumannii	470	PRJNA643930	SAMN15438232	ASM2236927v1	99.61	51.617172	0.55
GCF_022369355.1	Acinetobacter baumannii	470	PRJNA647544	SAMN15589941	ASM2236935v1	99.78	62.767807	0.08
GCF_022429585.1	Acinetobacter baumannii	470	PRJNA808263	SAMN26082895	ASM2242958v1	99.16	20.324263	0.25
GCF_022459055.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131651	ASM2245905v1	99.78	62.767807	0.25
