accession	platform	truth_bp	regime	nth	pool_reads	split	mode	seed	target_reads_requested	query_reads_requested	target_reads_used	query_reads_used	avg_target_len	avg_query_len	estimate_bp	estimate_over_truth	iqr_low_bp	iqr_high_bp	expected_overlaps_per_query	normalization_engaged	skew_score	profile_median_depth	retained_reads	total_reads	queries_without_overlaps_pct	small_pool_warning	elapsed	max_rss_kb	exit_status	run_dir
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	legacy	never	42	1963	5000	1963	5000	21521.447	21424.533	434976	0.0897	171400	1570000	17.31	no	NA	NA	NA	6963	1.04	no	1:12.76	1067940	0	starved/SRR10259778/legacy.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	legacy	never	4556	1963	5000	1963	5000	22046.762	21218.295	455556	0.0940	181350	1710000	17.44	no	NA	NA	NA	6963	1.06	no	1:13.98	1063140	0	starved/SRR10259778/legacy.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	1to1	auto	7	3481	3482	2904	2904	21232.6	21253.186	1273192	0.2626	321970	5740000	25.33	yes	38.00	4	5808	6963	1.03	yes	0:37.55	1451472	0	starved/SRR10259778/1to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	1to1	auto	42	3481	3482	2897	2896	21417.094	20786.322	1378272	0.2843	304950	6000000	25.10	yes	38.00	4	5793	6963	0.97	yes	0:49.58	1421968	0	starved/SRR10259778/1to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	1to1	auto	4556	3481	3482	2900	2900	21391.781	21046.854	1206820	0.2489	300840	5860000	25.27	yes	36.00	4	5800	6963	1.00	yes	0:27.63	1341684	0	starved/SRR10259778/1to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	1to1	never	7	3481	3482	3481	3482	21332.389	21571.285	457073	0.0943	173820	1590000	30.66	no	NA	NA	NA	6963	0.72	no	1:12.77	1756212	0	starved/SRR10259778/1to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	1to1	never	42	3481	3482	3481	3482	21390.32	21513.371	445187	0.0918	178140	1820000	30.66	no	NA	NA	NA	6963	0.69	no	1:12.05	1658476	0	starved/SRR10259778/1to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	1to1	never	4556	3481	3482	3481	3482	21868.348	21035.48	467712	0.0965	177300	1820000	30.66	no	NA	NA	NA	6963	0.66	no	1:12.93	1700176	0	starved/SRR10259778/1to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	2to1	auto	7	4642	2321	3872	1936	21154.695	21419.283	1184060	0.2442	313380	5600000	33.84	yes	38.00	4	5808	6963	0.93	yes	0:25.14	1533316	0	starved/SRR10259778/2to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	2to1	auto	42	4642	2321	3862	1931	21075.195	21154.896	1588184	0.3276	306430	6190000	33.48	yes	38.00	4	5793	6963	0.67	yes	0:24.61	1517368	0	starved/SRR10259778/2to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	2to1	auto	4556	4642	2321	3867	1933	21204.236	21249.488	1445120	0.2981	303360	6200000	33.70	yes	36.00	4	5800	6963	0.93	yes	0:25.66	1554252	0	starved/SRR10259778/2to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	2to1	never	7	4642	2321	4642	2321	21428.527	21498.51	428520	0.0884	173900	1550000	40.91	no	NA	NA	NA	6963	0.52	no	1:03.04	1998836	0	starved/SRR10259778/2to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	2to1	never	42	4642	2321	4642	2321	21342.13	21671.305	438836	0.0905	177440	1810000	40.99	no	NA	NA	NA	6963	0.60	no	1:00.81	1856564	0	starved/SRR10259778/2to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	2to1	never	4556	4642	2321	4642	2321	21573.93	21207.703	463010	0.0955	174610	1860000	40.77	no	NA	NA	NA	6963	0.56	no	1:00.67	1965392	0	starved/SRR10259778/2to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	4to1	auto	7	5570	1393	4647	1161	21219.592	21336.154	1220385	0.2517	315650	5710000	40.60	yes	38.00	4	5808	6963	0.78	yes	0:19.77	1673712	0	starved/SRR10259778/4to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	4to1	auto	42	5570	1393	4635	1158	21149.387	20911.14	1619784	0.3341	305630	6250000	40.02	yes	38.00	4	5793	6963	0.60	yes	0:18.73	1669032	0	starved/SRR10259778/4to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	4to1	auto	4556	5570	1393	4640	1160	21247.12	21108.11	1591001	0.3282	305750	6630000	40.34	yes	36.00	4	5800	6963	0.43	yes	0:19.19	1725088	0	starved/SRR10259778/4to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	4to1	never	7	5570	1393	5570	1393	21477.17	21350.627	428524	0.0884	174870	1450000	48.97	no	NA	NA	NA	6963	0.57	no	0:48.29	2360960	0	starved/SRR10259778/4to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	4to1	never	42	5570	1393	5570	1393	21420.182	21578.502	418173	0.0863	178410	1750000	49.17	no	NA	NA	NA	6963	0.50	no	0:47.21	2388756	0	starved/SRR10259778/4to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	4to1	never	4556	5570	1393	5570	1393	21565.871	20995.953	462622	0.0954	177750	1900000	48.67	no	NA	NA	NA	6963	0.57	no	0:44.91	2420108	0	starved/SRR10259778/4to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	8to1	auto	7	6189	774	5163	645	21352.273	20367.342	1533466	0.3163	312880	6300000	44.22	yes	38.00	4	5808	6963	1.24	yes	0:13.05	1955964	0	starved/SRR10259778/8to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	8to1	auto	42	6189	774	5150	643	21161.195	20625.752	1591368	0.3282	302690	6140000	44.18	yes	38.00	4	5793	6963	0.47	yes	0:13.40	1853544	0	starved/SRR10259778/8to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	8to1	auto	4556	6189	774	5156	644	21252.71	20951.96	1424311	0.2938	304310	6530000	44.67	yes	36.00	4	5800	6963	0.78	yes	0:13.62	1941216	0	starved/SRR10259778/8to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	8to1	never	7	6189	774	6189	774	21376.902	22051.178	440612	0.0909	176360	1390000	55.18	no	NA	NA	NA	6963	1.03	no	0:30.52	2273744	0	starved/SRR10259778/8to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	8to1	never	42	6189	774	6189	774	21449.78	21468.441	400588	0.0826	178050	1400000	54.53	no	NA	NA	NA	6963	0.39	no	0:29.85	2331332	0	starved/SRR10259778/8to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	starved	6	6963	8to1	never	4556	6189	774	6189	774	21446.963	21490.98	427220	0.0881	178160	1550000	54.56	no	NA	NA	NA	6963	0.65	no	0:29.04	2353244	0	starved/SRR10259778/8to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	legacy	auto	7	8925	5000	7490	4196	20594.686	21178.207	1711025	0.3529	303160	7200000	64.23	yes	36.00	8	11686	13925	0.60	yes	1:57.11	2885360	0	marginal/SRR10259778/legacy.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	legacy	auto	42	8925	5000	7461	4179	20769.516	21045.844	2029281	0.4186	311840	7080000	64.04	yes	38.00	8	11640	13925	0.60	yes	1:10.06	2900972	0	marginal/SRR10259778/legacy.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	legacy	auto	4556	8925	5000	7479	4189	21123.828	20366.55	1764796	0.3640	303770	7200000	63.70	yes	39.00	8	11668	13925	0.48	yes	1:15.45	3112644	0	marginal/SRR10259778/legacy.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	legacy	never	7	8925	5000	8925	5000	20928.625	21451.277	519299	0.1071	179840	1950000	77.65	no	NA	NA	NA	13925	0.44	no	2:40.24	3537188	0	marginal/SRR10259778/legacy.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	legacy	never	42	8925	5000	8925	5000	21076.416	21187.473	519044	0.1071	179140	1920000	77.43	no	NA	NA	NA	13925	0.50	no	2:38.29	3457884	0	marginal/SRR10259778/legacy.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	legacy	never	4556	8925	5000	8925	5000	21248.928	20879.54	530033	0.1093	180860	1850000	77.19	no	NA	NA	NA	13925	0.58	no	2:37.61	3543564	0	marginal/SRR10259778/legacy.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	1to1	auto	7	6962	6963	5843	5843	20456.123	21152.29	1627728	0.3357	296820	6850000	49.90	yes	36.00	8	11686	13925	0.74	yes	2:34.59	2414360	0	marginal/SRR10259778/1to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	1to1	auto	42	6962	6963	5820	5820	20784.945	20952.504	1703512	0.3514	308670	6820000	49.86	yes	38.00	8	11640	13925	0.62	yes	1:19.16	2238744	0	marginal/SRR10259778/1to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	1to1	auto	4556	6962	6963	5834	5834	21151.863	20552.043	1689361	0.3484	299100	7010000	49.94	yes	39.00	8	11668	13925	0.60	yes	1:18.12	2381068	0	marginal/SRR10259778/1to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	1to1	never	7	6962	6963	6962	6963	20773.94	21458.596	504310	0.1040	175150	1810000	60.36	no	NA	NA	NA	13925	0.40	no	3:29.36	2955540	0	marginal/SRR10259778/1to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	1to1	never	42	6962	6963	6962	6963	21146.916	21085.672	510911	0.1054	177020	1870000	60.36	no	NA	NA	NA	13925	0.45	no	3:32.52	2955272	0	marginal/SRR10259778/1to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	1to1	never	4556	6962	6963	6962	6963	21480.967	20751.67	509643	0.1051	177010	1850000	60.36	no	NA	NA	NA	13925	0.53	no	3:35.85	3039540	0	marginal/SRR10259778/1to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	2to1	auto	7	9283	4642	7791	3895	20590.207	21232.262	1685766	0.3477	303410	7210000	66.89	yes	36.00	8	11686	13925	0.64	yes	1:03.45	3035020	0	marginal/SRR10259778/2to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	2to1	auto	42	9283	4642	7760	3880	20777.932	21050.305	2125106	0.4383	311570	7140000	66.63	yes	38.00	8	11640	13925	0.52	yes	0:58.70	3050800	0	marginal/SRR10259778/2to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	2to1	auto	4556	9283	4642	7779	3889	21070.63	20414.541	1845820	0.3807	304870	7240000	66.24	yes	39.00	8	11668	13925	0.51	yes	1:56.17	3205648	0	marginal/SRR10259778/2to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	2to1	never	7	9283	4642	9283	4642	20877.197	21594.432	517297	0.1067	181600	1760000	80.94	no	NA	NA	NA	13925	0.45	no	2:32.19	3701144	0	marginal/SRR10259778/2to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	2to1	never	42	9283	4642	9283	4642	21103.35	21142.174	519525	0.1072	180350	1870000	80.51	no	NA	NA	NA	13925	0.50	no	2:22.25	3656248	0	marginal/SRR10259778/2to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	2to1	never	4556	9283	4642	9283	4642	21192.377	20964.14	527316	0.1088	181950	1830000	80.34	no	NA	NA	NA	13925	0.60	no	2:24.26	3646516	0	marginal/SRR10259778/2to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	4to1	auto	7	11140	2785	9349	2337	20568.771	21746.05	1748234	0.3606	306650	7280000	81.21	yes	36.00	8	11686	13925	0.73	yes	0:48.05	3439396	0	marginal/SRR10259778/4to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	4to1	auto	42	11140	2785	9312	2328	20859.613	20905.166	2436184	0.5025	313160	7490000	79.83	yes	38.00	8	11640	13925	0.60	yes	0:48.60	3400492	0	marginal/SRR10259778/4to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	4to1	auto	4556	11140	2785	9335	2333	21028.164	20146.875	2034823	0.4197	308800	7310000	78.90	yes	39.00	8	11668	13925	0.56	yes	0:45.06	3456004	0	marginal/SRR10259778/4to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	4to1	never	7	11140	2785	11140	2785	20982.744	21650.484	531064	0.1095	187610	2020000	97.50	no	NA	NA	NA	13925	0.43	no	1:42.14	4250364	0	marginal/SRR10259778/4to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	4to1	never	42	11140	2785	11140	2785	21139.873	21021.979	543910	0.1122	182910	2170000	96.42	no	NA	NA	NA	13925	0.68	no	1:40.96	4058732	0	marginal/SRR10259778/4to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	4to1	never	4556	11140	2785	11140	2785	21155.38	20959.938	535732	0.1105	186650	2060000	96.31	no	NA	NA	NA	13925	0.72	no	1:36.25	4222484	0	marginal/SRR10259778/4to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	8to1	auto	7	12377	1548	10387	1299	20791.883	20902.738	2032486	0.4192	310590	7450000	88.90	yes	36.00	8	11686	13925	0.54	yes	0:31.53	3816360	0	marginal/SRR10259778/8to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	8to1	auto	42	12377	1548	10347	1293	20811.92	21323.285	2398842	0.4948	313540	7440000	89.50	yes	38.00	8	11640	13925	0.54	yes	0:30.13	3804936	0	marginal/SRR10259778/8to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	8to1	auto	4556	12377	1548	10371	1297	20902.27	20449.613	2084166	0.4299	311700	7430000	88.03	yes	39.00	8	11668	13925	0.54	yes	0:30.83	3568472	0	marginal/SRR10259778/8to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	8to1	never	7	12377	1548	12377	1548	21125.316	21044.14	562410	0.1160	192890	2060000	107.14	no	NA	NA	NA	13925	0.52	no	0:58.41	4333584	0	marginal/SRR10259778/8to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	8to1	never	42	12377	1548	12377	1548	21087.918	21343.152	543450	0.1121	190890	2190000	107.81	no	NA	NA	NA	13925	0.52	no	0:57.67	4352688	0	marginal/SRR10259778/8to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	marginal	3	13925	8to1	never	4556	12377	1548	12377	1548	21086.053	21358.072	614059	0.1267	194570	2410000	107.85	no	NA	NA	NA	13925	0.65	no	0:55.78	4215668	0	marginal/SRR10259778/8to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	legacy	auto	7	10000	5000	10000	5000	20870.57	20519.924	2263255	0.4668	310590	7400000	84.96	yes	38.00	24	35095	41774	0.48	no	1:02.69	4519144	0	comfortable/SRR10259778/legacy.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	legacy	auto	42	10000	5000	10000	5000	20725.605	21344.805	1958730	0.4040	307870	7250000	86.36	yes	40.00	24	35066	41774	0.72	no	1:02.52	4288068	0	comfortable/SRR10259778/legacy.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	legacy	auto	4556	10000	5000	10000	5000	20822.533	21147.275	2125186	0.4383	306580	7200000	86.16	yes	43.00	24	35104	41774	0.62	no	1:10.09	4411324	0	comfortable/SRR10259778/legacy.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	legacy	never	7	10000	5000	10000	5000	20894.922	21419.87	534560	0.1103	182150	1890000	86.87	no	NA	NA	NA	41774	0.42	no	1:30.42	4595564	0	comfortable/SRR10259778/legacy.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	legacy	never	42	10000	5000	10000	5000	21135.766	20871.244	484941	0.1000	180130	1850000	86.23	no	NA	NA	NA	41774	0.44	no	1:45.03	4853068	0	comfortable/SRR10259778/legacy.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	legacy	never	4556	10000	5000	10000	5000	21160.607	20797.58	509882	0.1052	179090	1910000	86.13	no	NA	NA	NA	41774	0.42	no	1:44.55	4686600	0	comfortable/SRR10259778/legacy.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	1to1	auto	7	7500	7500	7500	7500	20752.904	20754.473	1707999	0.3523	301380	7070000	63.90	yes	38.00	24	35095	41774	0.61	no	1:12.47	3772900	0	comfortable/SRR10259778/1to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	1to1	auto	42	7500	7500	7500	7500	20656.502	21207.512	1651446	0.3406	305880	6930000	64.45	yes	40.00	24	35066	41774	0.60	no	4:03.98	3515824	0	comfortable/SRR10259778/1to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	1to1	auto	4556	7500	7500	7500	7500	20716.945	21144.617	1756948	0.3624	298000	6910000	64.45	yes	43.00	24	35104	41774	0.64	no	1:44.23	3608928	0	comfortable/SRR10259778/1to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	1to1	never	7	7500	7500	7500	7500	20994.54	21145.268	522124	0.1077	177430	2010000	64.88	no	NA	NA	NA	41774	0.52	no	2:10.37	4145124	0	comfortable/SRR10259778/1to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	1to1	never	42	7500	7500	7500	7500	21129.328	20965.854	475462	0.0981	178300	1840000	64.81	no	NA	NA	NA	41774	0.51	no	2:06.49	4684492	0	comfortable/SRR10259778/1to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	1to1	never	4556	7500	7500	7500	7500	21257.287	20821.91	474668	0.0979	172800	1810000	64.79	no	NA	NA	NA	41774	0.45	no	2:09.70	4453352	0	comfortable/SRR10259778/1to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	2to1	auto	7	10000	5000	10000	5000	20870.57	20519.924	2263255	0.4668	310590	7400000	84.96	yes	38.00	24	35095	41774	0.48	no	1:23.06	4680360	0	comfortable/SRR10259778/2to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	2to1	auto	42	10000	5000	10000	5000	20725.605	21344.805	1958730	0.4040	307870	7250000	86.36	yes	40.00	24	35066	41774	0.72	no	1:00.32	4404380	0	comfortable/SRR10259778/2to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	2to1	auto	4556	10000	5000	10000	5000	20822.533	21147.275	2125186	0.4383	306580	7200000	86.16	yes	43.00	24	35104	41774	0.62	no	0:59.82	4413476	0	comfortable/SRR10259778/2to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	2to1	never	7	10000	5000	10000	5000	20894.922	21419.87	534560	0.1103	182150	1890000	86.87	no	NA	NA	NA	41774	0.42	no	1:33.41	4862796	0	comfortable/SRR10259778/2to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	2to1	never	42	10000	5000	10000	5000	21135.766	20871.244	484941	0.1000	180130	1850000	86.23	no	NA	NA	NA	41774	0.44	no	1:47.74	4850780	0	comfortable/SRR10259778/2to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	2to1	never	4556	10000	5000	10000	5000	21160.607	20797.58	509882	0.1052	179090	1910000	86.13	no	NA	NA	NA	41774	0.42	no	1:30.88	4663468	0	comfortable/SRR10259778/2to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	4to1	auto	7	12000	3000	12000	3000	20840.732	20405.514	2447072	0.5047	317460	7550000	101.60	yes	38.00	24	35095	41774	0.40	no	1:12.62	4891800	0	comfortable/SRR10259778/4to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	4to1	auto	42	12000	3000	12000	3000	20760.12	21619.549	2179270	0.4495	316180	7510000	104.40	yes	40.00	24	35066	41774	0.73	no	0:44.74	4904084	0	comfortable/SRR10259778/4to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	4to1	auto	4556	12000	3000	12000	3000	20942.5	20883.904	2485156	0.5126	313230	7480000	103.03	yes	43.00	24	35104	41774	0.77	no	0:46.71	4922008	0	comfortable/SRR10259778/4to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	4to1	never	7	12000	3000	12000	3000	20872.086	21861.178	578527	0.1193	190380	1930000	105.28	no	NA	NA	NA	41774	0.43	no	1:04.87	5259360	0	comfortable/SRR10259778/4to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	4to1	never	42	12000	3000	12000	3000	21040.725	21075.059	519685	0.1072	183640	2240000	103.75	no	NA	NA	NA	41774	0.47	no	1:04.45	5482152	0	comfortable/SRR10259778/4to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	4to1	never	4556	12000	3000	12000	3000	21051.598	20991.605	562606	0.1160	185100	1930000	103.57	no	NA	NA	NA	41774	0.30	no	1:05.39	5223348	0	comfortable/SRR10259778/4to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	8to1	auto	7	13333	1667	13333	1667	20774.166	20589.902	2858511	0.5896	320750	7710000	113.20	yes	38.00	24	35095	41774	0.54	no	0:34.88	5179128	0	comfortable/SRR10259778/8to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	8to1	auto	42	13333	1667	13333	1667	20853.994	21555.957	2305898	0.4756	320910	7440000	116.08	yes	40.00	24	35066	41774	0.96	no	0:37.22	5086816	0	comfortable/SRR10259778/8to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	8to1	auto	4556	13333	1667	13333	1667	20926.87	20962.064	2356747	0.4861	316300	7440000	114.65	yes	43.00	24	35104	41774	0.72	no	0:34.37	5083456	0	comfortable/SRR10259778/8to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	8to1	never	7	13333	1667	13333	1667	20928.828	22198.26	593134	0.1223	195450	1920000	118.05	no	NA	NA	NA	41774	0.36	no	0:43.25	5572220	0	comfortable/SRR10259778/8to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	8to1	never	42	13333	1667	13333	1667	21041.158	21099.043	533145	0.1100	186810	2030000	115.34	no	NA	NA	NA	41774	0.18	no	0:57.19	5513800	0	comfortable/SRR10259778/8to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	8to1	never	4556	13333	1667	13333	1667	21091.195	20626.936	590921	0.1219	190310	2610000	114.18	no	NA	NA	NA	41774	0.30	no	0:40.93	5302020	0	comfortable/SRR10259778/8to1.never.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	more4to1	auto	7	20000	5000	20000	5000	20947.383	20070.1	3701303	0.7634	354540	8010000	168.38	yes	38.00	24	35100	41774	0.86	no	1:15.56	8721572	0	comfortable/SRR10259778/more4to1.auto.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	more4to1	auto	42	20000	5000	20000	5000	21053.828	20879.377	3383052	0.6978	352350	7800000	172.16	yes	40.00	24	35050	41774	0.92	no	1:16.78	9091392	0	comfortable/SRR10259778/more4to1.auto.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	more4to1	auto	4556	20000	5000	20000	5000	20717.627	21166.176	3333285	0.6875	357040	7910000	171.96	yes	43.00	24	35042	41774	0.72	no	1:17.83	8705728	0	comfortable/SRR10259778/more4to1.auto.s4556
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	more4to1	never	7	20000	5000	20000	5000	20802.04	21419.87	957394	0.1975	234240	3170000	173.35	no	NA	NA	NA	41774	0.66	no	1:38.48	8653708	0	comfortable/SRR10259778/more4to1.never.s7
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	more4to1	never	42	20000	5000	20000	5000	21008.17	20871.244	979910	0.2021	235730	4220000	171.94	no	NA	NA	NA	41774	0.60	no	1:34.45	8648212	0	comfortable/SRR10259778/more4to1.never.s42
SRR10259778	OXFORD_NANOPORE	4848320	comfortable	1	41774	more4to1	never	4556	20000	5000	20000	5000	20982.645	20797.58	972240	0.2005	235100	3580000	171.53	no	NA	NA	NA	41774	0.54	no	1:35.59	8446456	0	comfortable/SRR10259778/more4to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	legacy	auto	7	2390	5000	1194	2497	4150.2163	4076.3801	2109562	0.9293	582600	2760000	4.22	yes	70.00	2	3691	7390	2.76	yes	0:01.15	120832	0	starved/SRR10353548/legacy.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	legacy	auto	42	2390	5000	1185	2479	4108.846	4123.788	2052853	0.9043	543300	2760000	4.19	yes	72.00	2	3664	7390	4.36	yes	0:00.98	117572	0	starved/SRR10353548/legacy.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	legacy	auto	4556	2390	5000	1192	2491	4179.4824	4087.9104	2005803	0.8836	572740	2740000	4.24	yes	72.00	2	3683	7390	2.81	yes	0:01.33	119952	0	starved/SRR10353548/legacy.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	legacy	never	7	2390	5000	2390	5000	3972.2373	3899.396	38627	0.0170	27790	2230000	8.08	no	NA	NA	NA	7390	1.68	no	0:58.35	271388	0	starved/SRR10353548/legacy.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	legacy	never	42	2390	5000	2390	5000	4009.357	3881.6528	39253	0.0173	28060	2360000	8.10	no	NA	NA	NA	7390	1.64	no	0:57.79	268036	0	starved/SRR10353548/legacy.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	legacy	never	4556	2390	5000	2390	5000	3963.9934	3903.337	40415	0.0178	28180	2300000	8.07	no	NA	NA	NA	7390	1.50	no	0:58.07	266264	0	starved/SRR10353548/legacy.never.s4556
