run	platform	true_size	v030_estimate	v1_estimate	v030_relative_error	v1_relative_error	source
SRR10297997	OXFORD_NANOPORE	4039579	4138757	4138757	2.4552	2.4552	norm
SRR10297999	OXFORD_NANOPORE	4087834	3603540	3603540	-11.8472	-11.8472	norm
SRR10298003	OXFORD_NANOPORE	3340253	3446591	3446591	3.1835	3.1835	norm
SRR10336613	OXFORD_NANOPORE	2922148	2880410	2882979	-1.4283	-1.3404	norm
SRR10336614	OXFORD_NANOPORE	2939732	2866890	2866890	-2.4778	-2.4778	norm
SRR10336615	OXFORD_NANOPORE	2939733	2853696	2853696	-2.9267	-2.9267	norm
SRR10336616	OXFORD_NANOPORE	2939729	2849698	2849698	-3.0626	-3.0626	norm
SRR10336617	OXFORD_NANOPORE	2939705	2842824	2842824	-3.2956	-3.2956	norm
SRR10337242	OXFORD_NANOPORE	4806605	4714179	4714179	-1.9229	-1.9229	norm
SRR10337247	OXFORD_NANOPORE	4459473	4314476	4314476	-3.2514	-3.2514	norm
SRR10340795	OXFORD_NANOPORE	6326501	5929512	5929512	-6.2750	-6.2750	norm
SRR10340798	OXFORD_NANOPORE	4917491	4769640	4769640	-3.0066	-3.0066	norm
SRR10340799	OXFORD_NANOPORE	5645678	4857865	4857865	-13.9543	-13.9543	norm
SRR10340800	OXFORD_NANOPORE	4581781	4559186	4559186	-0.4931	-0.4931	norm
SRR10340801	OXFORD_NANOPORE	5220569	4985852	4985852	-4.4960	-4.4960	norm
SRR10340802	OXFORD_NANOPORE	5536651	5318536	5318536	-3.9395	-3.9395	norm
SRR10340803	OXFORD_NANOPORE	4949027	3734996	4127250	-24.5307	-16.6048	norm
SRR10345480	OXFORD_NANOPORE	5144090	5015600	5038179	-2.4978	-2.0589	norm
SRR10353548	OXFORD_NANOPORE	2269994	37867	2332247	-98.3318	2.7424	norm
SRR10386880	OXFORD_NANOPORE	2675479	3478626	3478626	30.0188	30.0188	norm
SRR10388020	OXFORD_NANOPORE	2218399	778305	2314366	-64.9159	4.3260	norm
SRR10390692	OXFORD_NANOPORE	4063468	4191820	4191820	3.1587	3.1587	norm
SRR10390693	OXFORD_NANOPORE	4299726	4766316	4766316	10.8516	10.8516	norm
SRR10390695	OXFORD_NANOPORE	4299727	4654199	4654199	8.2441	8.2441	norm
SRR10390697	OXFORD_NANOPORE	4083248	4449460	4449460	8.9686	8.9686	norm
SRR10390703	OXFORD_NANOPORE	4275601	4623242	4623242	8.1308	8.1308	norm
SRR10390705	OXFORD_NANOPORE	4225362	4421824	4421824	4.6496	4.6496	norm
SRR10390706	OXFORD_NANOPORE	4156459	4439863	4439863	6.8184	6.8184	norm
SRR10405212	PACBIO_SMRT	4528123	4546550	4560279	0.4069	0.7101	pb_preset
SRR10411457	PACBIO_SMRT	5533130	7367660	6346870	33.1554	14.7067	pb_preset
SRR10428552	PACBIO_SMRT	5037217	7446680	6743602	47.8332	33.8756	pb_preset
SRR10436012	OXFORD_NANOPORE	5877726	6409179	6409179	9.0418	9.0418	norm
SRR10436014	OXFORD_NANOPORE	5879168	6521944	6521944	10.9331	10.9331	norm
SRR10441470	OXFORD_NANOPORE	4203861	4319254	4319254	2.7449	2.7449	norm
SRR10504699	OXFORD_NANOPORE	5161232	5096352	5096352	-1.2571	-1.2571	norm
SRR10507067	PACBIO_SMRT	1832173	3927818	2146964	114.3803	17.1813	pb_preset
SRR10520608	PACBIO_SMRT	5647778	8691616	7807099	53.8944	38.2331	pb_preset
SRR10523785	OXFORD_NANOPORE	5045617	5150138	5062272	2.0715	0.3301	norm
SRR10523787	OXFORD_NANOPORE	4731476	4802604	4802604	1.5033	1.5033	norm
SRR10523788	OXFORD_NANOPORE	4683671	4743846	4743846	1.2848	1.2848	norm
SRR10539275	OXFORD_NANOPORE	2746973	2708723	2708723	-1.3924	-1.3924	norm
SRR10609644	OXFORD_NANOPORE	3035657	3362651	3362651	10.7718	10.7718	norm
SRR10609646	OXFORD_NANOPORE	3036451	3267589	3267589	7.6121	7.6121	norm
SRR10609650	OXFORD_NANOPORE	3085162	3294653	3294653	6.7903	6.7903	norm
SRR10613303	PACBIO_SMRT	4321452	7419941	6018262	71.7002	39.2648	pb_preset
SRR10662281	PACBIO_SMRT	5370228	8573911	7056261	59.6564	31.3959	pb_preset
SRR10672466	PACBIO_SMRT	3674400	5171339	4778654	40.7397	30.0526	pb_preset
SRR10672468	PACBIO_SMRT	3396816	4866252	4523058	43.2592	33.1558	pb_preset
SRR10672473	PACBIO_SMRT	3669945	8025498	5435066	118.6817	48.0967	pb_preset
SRR10686562	OXFORD_NANOPORE	5794831	5883170	5883170	1.5244	1.5244	norm
SRR10695014	PACBIO_SMRT	4684771	5193425	4992652	10.8576	6.5720	pb_preset
SRR10725519	OXFORD_NANOPORE	2744548	2662068	2662068	-3.0052	-3.0052	norm
SRR10728566	PACBIO_SMRT	7075587	10761944	9399752	52.0997	32.8477	pb_preset
SRR10728904	OXFORD_NANOPORE	5776319	6059400	6059400	4.9007	4.9007	norm
SRR10741801	PACBIO_SMRT	2939729	4388744	4009802	49.2908	36.4004	pb_preset
SRR10743286	PACBIO_SMRT	1677515	1809683	1680204	7.8788	0.1603	pb_preset
SRR10752810	PACBIO_SMRT	2187612	4447050	3942845	103.2833	80.2351	pb_preset
SRR10752811	PACBIO_SMRT	1983159	3236653	3025541	63.2069	52.5617	pb_preset
SRR10752812	PACBIO_SMRT	2349358	4707505	3912099	100.3741	66.5178	pb_preset
SRR10766199	PACBIO_SMRT	5176451	6700402	6350341	29.4401	22.6775	pb_preset
SRR10803141	PACBIO_SMRT	3539411	6432483	4893677	81.7388	38.2625	pb_preset
SRR10803142	PACBIO_SMRT	3539411	6663403	4965178	88.2630	40.2826	pb_preset
SRR10803143	PACBIO_SMRT	3539411	6558555	4914279	85.3007	38.8445	pb_preset
SRR10810416	OXFORD_NANOPORE	3378310	3436203	3436203	1.7137	1.7137	norm
SRR10820824	OXFORD_NANOPORE	5232477	7620896	7620896	45.6460	45.6460	norm
SRR10831793	PACBIO_SMRT	1656288	5803800	4812958	250.4101	190.5870	pb_preset
SRR10851446	PACBIO_SMRT	4530564	5616131	5325488	23.9610	17.5458	pb_preset
SRR10861747	OXFORD_NANOPORE	2211092	42504	2161004	-98.0777	-2.2653	norm
SRR10861751	OXFORD_NANOPORE	2220590	39754	2200418	-98.2098	-0.9084	norm
SRR10882607	PACBIO_SMRT	5417742	8158675	7394477	50.5918	36.4863	pb_preset
SRR10882862	OXFORD_NANOPORE	2904316	3051628	3051628	5.0722	5.0722	norm
SRR10882871	OXFORD_NANOPORE	2771208	2921746	2921746	5.4322	5.4322	norm
SRR10882880	OXFORD_NANOPORE	2790390	2790094	2790094	-0.0106	-0.0106	norm
SRR10882888	OXFORD_NANOPORE	2747791	2831034	2831034	3.0295	3.0295	norm
SRR10882894	OXFORD_NANOPORE	2823974	2916226	2916226	3.2667	3.2667	norm
SRR10882896	OXFORD_NANOPORE	2800216	3033134	3033134	8.3179	8.3179	norm
SRR10912284	OXFORD_NANOPORE	4162637	4706626	4706626	13.0684	13.0684	norm
SRR10912288	OXFORD_NANOPORE	3628592	4223683	4223683	16.4001	16.4001	norm
SRR10912290	OXFORD_NANOPORE	3597743	4942394	4942394	37.3748	37.3748	norm
SRR10912303	OXFORD_NANOPORE	4612414	6499222	6499222	40.9072	40.9072	norm
SRR10912305	OXFORD_NANOPORE	3214120	3716192	3716192	15.6208	15.6208	norm
SRR10912906	PACBIO_SMRT	5338743	13117924	8699950	145.7118	62.9588	pb_preset
SRR10958851	OXFORD_NANOPORE	3564999	4598777	4598777	28.9980	28.9980	norm
SRR10968456	OXFORD_NANOPORE	3985392	4024732	4024732	0.9871	0.9871	norm
SRR10968457	OXFORD_NANOPORE	2568766	2625057	2625057	2.1914	2.1914	norm
SRR10969384	OXFORD_NANOPORE	8653730	8954058	8954058	3.4705	3.4705	norm
SRR10973936	OXFORD_NANOPORE	2896994	2868508	2868508	-0.9833	-0.9833	norm
SRR11038960	OXFORD_NANOPORE	5234237	5628812	5628812	7.5383	7.5383	norm
SRR11038962	OXFORD_NANOPORE	4910586	4922704	4922704	0.2468	0.2468	norm
SRR11038983	OXFORD_NANOPORE	4827947	4675094	4675094	-3.1660	-3.1660	norm
SRR11061015	OXFORD_NANOPORE	3591816	3688381	3688381	2.6885	2.6885	norm
SRR11067105	OXFORD_NANOPORE	4251700	5345325	5345325	25.7221	25.7221	norm
SRR11069766	OXFORD_NANOPORE	3962631	4776812	4776812	20.5465	20.5465	norm
SRR11070451	OXFORD_NANOPORE	4120823	4390934	4390934	6.5548	6.5548	norm
SRR11078307	PACBIO_SMRT	6818519	10435181	9307500	53.0418	36.5032	pb_preset
SRR11091770	PACBIO_SMRT	2332391	3334358	3570359	42.9588	53.0772	pb_preset
SRR11096308	OXFORD_NANOPORE	4073650	3986144	3982696	-2.1481	-2.2327	norm
SRR11096309	OXFORD_NANOPORE	4065371	4166874	4166874	2.4968	2.4968	norm
SRR11096311	OXFORD_NANOPORE	4094766	4156620	4156620	1.5106	1.5106	norm
SRR11096313	OXFORD_NANOPORE	4062813	3886396	3886396	-4.3422	-4.3422	norm
SRR11108582	OXFORD_NANOPORE	1912310	1927784	1927784	0.8092	0.8092	norm
SRR11110294	OXFORD_NANOPORE	5349947	5390382	5390382	0.7558	0.7558	norm
SRR11140579	PACBIO_SMRT	4591950	5914112	5587968	28.7930	21.6905	pb_preset
SRR11140580	PACBIO_SMRT	4432553	6052603	5638502	36.5489	27.2066	pb_preset
SRR11140588	PACBIO_SMRT	4585350	5801250	5451226	26.5171	18.8835	pb_preset
SRR11176972	OXFORD_NANOPORE	3980230	4158249	4148817	4.4726	4.2356	norm
SRR11179864	PACBIO_SMRT	4957773	8760623	7479334	76.7048	50.8608	pb_preset
SRR11179865	OXFORD_NANOPORE	4957773	9678285	9678285	95.2144	95.2144	norm
SRR11179866	OXFORD_NANOPORE	4957773	5712544	5712544	15.2240	15.2240	norm
SRR11193092	OXFORD_NANOPORE	8848153	9113167	9113167	2.9951	2.9951	norm
SRR11193104	OXFORD_NANOPORE	9323419	10586030	10586030	13.5424	13.5424	norm
SRR11211679	OXFORD_NANOPORE	6009800	6285088	6285088	4.5807	4.5807	norm
SRR11212804	PACBIO_SMRT	5561850	6159516	5883044	10.7458	5.7749	pb_preset
SRR11215186	PACBIO_SMRT	1318700	1670578	1627146	26.6837	23.3902	pb_preset
SRR11215567	OXFORD_NANOPORE	4996832	5002632	4987816	0.1161	-0.1804	norm
SRR11215569	OXFORD_NANOPORE	5130533	5547518	5511018	8.1275	7.4161	norm
SRR11215570	OXFORD_NANOPORE	4911078	5660908	5653049	15.2681	15.1081	norm
SRR11248242	PACBIO_SMRT	6517592	7877426	7398252	20.8641	13.5120	pb_preset
SRR11248247	PACBIO_SMRT	6286188	7945642	7472110	26.3984	18.8655	pb_preset
SRR11248338	PACBIO_SMRT	7957748	9674878	9073942	21.5781	14.0265	pb_preset
SRR11248995	OXFORD_NANOPORE	5748078	6820440	6820440	18.6560	18.6560	norm
SRR11249001	OXFORD_NANOPORE	5761802	6745477	6745477	17.0723	17.0723	norm
SRR11252625	OXFORD_NANOPORE	5301911	5228648	5228648	-1.3818	-1.3818	norm
SRR11268100	OXFORD_NANOPORE	6275136	5181622	5231196	-17.4261	-16.6361	norm
SRR11278929	OXFORD_NANOPORE	6266737	5218612	5191583	-16.7252	-17.1565	norm
SRR11278930	OXFORD_NANOPORE	6288998	5226939	5279787	-16.8876	-16.0472	norm
SRR11280748	OXFORD_NANOPORE	4313277	5056022	5056022	17.2200	17.2200	norm
SRR11288494	PACBIO_SMRT	3938593	21395254	15004836	443.2207	280.9694	pb_preset
SRR11290117	PACBIO_SMRT	6536046	8958004	7557487	37.0554	15.6278	pb_preset
SRR11290118	PACBIO_SMRT	6277301	10638441	7975806	69.4748	27.0579	pb_preset
SRR11290119	PACBIO_SMRT	6892015	25664564	13344810	272.3811	93.6271	pb_preset
SRR11306710	PACBIO_SMRT	4832009	7173646	6789074	48.4609	40.5021	pb_preset
SRR11317973	PACBIO_SMRT	5004825	9828561	7748658	96.3817	54.8238	pb_preset
SRR11321271	OXFORD_NANOPORE	2371107	2897509	2897509	22.2007	22.2007	norm
SRR11321336	OXFORD_NANOPORE	4118995	4707453	4707453	14.2864	14.2864	norm
SRR11362850	OXFORD_NANOPORE	7675262	6722856	6722856	-12.4088	-12.4088	norm
SRR11365219	PACBIO_SMRT	4934027	7736324	6915351	56.7953	40.1563	pb_preset
SRR11425847	OXFORD_NANOPORE	4847360	4952802	4960830	2.1752	2.3409	norm
SRR11425849	OXFORD_NANOPORE	4829486	4882190	4882190	1.0913	1.0913	norm
SRR11425851	OXFORD_NANOPORE	4848540	4982958	4982958	2.7723	2.7723	norm
SRR11425853	OXFORD_NANOPORE	4839384	4923112	4923112	1.7301	1.7301	norm
SRR11425855	OXFORD_NANOPORE	4797988	5069026	5069026	5.6490	5.6490	norm
SRR11425858	OXFORD_NANOPORE	4859063	5017661	5025320	3.2640	3.4216	norm
SRR11451958	PACBIO_SMRT	6902589	18140604	12181331	162.8087	76.4748	pb_preset
SRR11457987	OXFORD_NANOPORE	4978047	6657828	6657828	33.7438	33.7438	norm
SRR11457989	OXFORD_NANOPORE	4978088	5998152	5998152	20.4911	20.4911	norm
SRR11461817	OXFORD_NANOPORE	9860181	9608635	9608635	-2.5511	-2.5511	norm
SRR11462379	PACBIO_SMRT	9116672	13387070	10705918	46.8416	17.4323	pb_preset
SRR11483168	OXFORD_NANOPORE	6010585	8715313	8715313	44.9994	44.9994	norm
SRR11483170	OXFORD_NANOPORE	5155009	7983792	7983792	54.8745	54.8745	norm
SRR11483196	OXFORD_NANOPORE	5823634	12019123	12019123	106.3853	106.3853	norm
SRR11483199	OXFORD_NANOPORE	5034577	8185878	8185878	62.5932	62.5932	norm
SRR11483657	OXFORD_NANOPORE	4642566	5346870	5346870	15.1706	15.1706	norm
SRR11485268	OXFORD_NANOPORE	5146159	4807423	4807423	-6.5823	-6.5823	norm
SRR11507283	PACBIO_SMRT	6288195	7568324	7140686	20.3577	13.5570	pb_preset
SRR11513892	PACBIO_SMRT	5353174	9492177	8194734	77.3187	53.0818	pb_preset
SRR11513901	PACBIO_SMRT	5139892	6100565	5659787	18.6905	10.1149	pb_preset
SRR11513908	PACBIO_SMRT	4860289	8881699	7720925	82.7401	58.8573	pb_preset
SRR11536936	OXFORD_NANOPORE	5527237	10789885	10789885	95.2130	95.2130	norm
SRR11553454	PACBIO_SMRT	5357194	5851215	5570328	9.2216	3.9785	pb_preset
SRR11553455	PACBIO_SMRT	5357194	5572015	5290942	4.0100	-1.2367	pb_preset
SRR11559465	OXFORD_NANOPORE	1941174	2164232	2164232	11.4909	11.4909	norm
SRR11579119	OXFORD_NANOPORE	6530403	7828376	7828376	19.8758	19.8758	norm
SRR11579120	OXFORD_NANOPORE	6530403	8469394	8469394	29.6918	29.6918	norm
SRR11613597	OXFORD_NANOPORE	5306277	5821112	5821112	9.7024	9.7024	norm
SRR11653777	OXFORD_NANOPORE	6509129	6940597	6940597	6.6287	6.6287	norm
SRR11653778	OXFORD_NANOPORE	6003863	5944634	5944634	-0.9865	-0.9865	norm
SRR11653779	OXFORD_NANOPORE	6003946	6019888	6019888	0.2655	0.2655	norm
SRR11653780	OXFORD_NANOPORE	6471780	6642945	6642945	2.6448	2.6448	norm
SRR11653781	OXFORD_NANOPORE	7300098	7250208	7250208	-0.6834	-0.6834	norm
SRR11653786	OXFORD_NANOPORE	7105297	7343558	7343558	3.3533	3.3533	norm
SRR11653787	OXFORD_NANOPORE	7105260	7266518	7266518	2.2696	2.2696	norm
SRR11687566	OXFORD_NANOPORE	4591696	5374898	5787913	17.0569	26.0517	norm
SRR11747307	OXFORD_NANOPORE	2028901	2058178	2058178	1.4430	1.4430	norm
SRR11747671	OXFORD_NANOPORE	2002415	2108462	2108462	5.2960	5.2960	norm
SRR11747673	OXFORD_NANOPORE	2051359	1953769	1953769	-4.7573	-4.7573	norm
SRR11773625	OXFORD_NANOPORE	7118658	7689663	7689663	8.0212	8.0212	norm
SRR11778447	PACBIO_SMRT	5704030	8337772	6899517	46.1734	20.9586	pb_preset
SRR11809904	OXFORD_NANOPORE	3834012	3736056	3736056	-2.5549	-2.5549	norm
SRR11853262	OXFORD_NANOPORE	2139666	2645320	2645320	23.6324	23.6324	norm
SRR11858646	OXFORD_NANOPORE	4713964	5570673	5570673	18.1739	18.1739	norm
SRR11880653	PACBIO_SMRT	6357750	9623558	8783914	51.3674	38.1607	pb_preset
SRR11901803	OXFORD_NANOPORE	750518	829293	829293	10.4961	10.4961	norm
SRR11901804	OXFORD_NANOPORE	681374	744316	744316	9.2375	9.2375	norm
SRR11901806	OXFORD_NANOPORE	700135	763080	763080	8.9904	8.9904	norm
SRR11901832	OXFORD_NANOPORE	780024	1066850	1066850	36.7714	36.7714	norm
SRR11905711	OXFORD_NANOPORE	4938634	4977076	4977076	0.7784	0.7784	norm
SRR11909877	OXFORD_NANOPORE	4779842	4886686	4886686	2.2353	2.2353	norm
SRR11909885	OXFORD_NANOPORE	5276672	5455146	5455146	3.3823	3.3823	norm
SRR11951435	OXFORD_NANOPORE	5713496	6533612	6533612	14.3540	14.3540	norm
SRR11969189	OXFORD_NANOPORE	6791021	9167062	9167062	34.9880	34.9880	norm
SRR11977808	PACBIO_SMRT	3820375	3605687	3761180	-5.6196	-1.5495	pb_preset
SRR12020159	PACBIO_SMRT	2585348	3175451	2968223	22.8249	14.8094	pb_preset
SRR12032899	OXFORD_NANOPORE	5549910	5255462	5255462	-5.3055	-5.3055	norm
SRR12042540	PACBIO_SMRT	4810361	6994337	6089264	45.4015	26.5864	pb_preset
SRR12066800	PACBIO_SMRT	6820876	14205525	11829715	108.2654	73.4340	pb_preset
SRR12073574	PACBIO_SMRT	6321947	10267467	8688789	62.4099	37.4385	pb_preset
SRR12073575	PACBIO_SMRT	6321947	12674900	10053376	100.4905	59.0234	pb_preset
SRR12135868	PACBIO_SMRT	8473046	66422400	37279924	683.9259	339.9826	pb_preset
SRR12135869	OXFORD_NANOPORE	8473046	8458858	8458858	-0.1674	-0.1674	norm
SRR12147485	PACBIO_SMRT	3849224	5129296	4384489	33.2553	13.9058	pb_preset
SRR12158098	PACBIO_SMRT	4980968	7842048	6461554	57.4402	29.7249	pb_preset
SRR12158100	PACBIO_SMRT	5077082	8032370	6533502	58.2084	28.6862	pb_preset
SRR12160981	OXFORD_NANOPORE	5352820	5688187	5688187	6.2652	6.2652	norm
SRR12165703	OXFORD_NANOPORE	1627620	1848836	1848836	13.5914	13.5914	norm
SRR12165704	OXFORD_NANOPORE	1627624	1799569	1799569	10.5642	10.5642	norm
SRR12165705	OXFORD_NANOPORE	1627622	1829137	1829137	12.3809	12.3809	norm
SRR12165706	OXFORD_NANOPORE	1627623	1840653	1840653	13.0884	13.0884	norm
SRR12211926	PACBIO_SMRT	3963437	9300718	6409002	134.6629	61.7031	pb_preset
SRR12214315	OXFORD_NANOPORE	6499247	6276010	6276010	-3.4348	-3.4348	norm
SRR12247512	OXFORD_NANOPORE	4734159	4787985	4787985	1.1370	1.1370	norm
SRR12247514	OXFORD_NANOPORE	6236239	6585250	6585250	5.5965	5.5965	norm
SRR12247516	OXFORD_NANOPORE	6236453	6656670	6656670	6.7381	6.7381	norm
SRR12247526	OXFORD_NANOPORE	4956050	5102857	5102857	2.9622	2.9622	norm
SRR12247539	OXFORD_NANOPORE	5040939	5723361	5723361	13.5376	13.5376	norm
SRR12247545	OXFORD_NANOPORE	4852323	5039242	5039242	3.8522	3.8522	norm
SRR12247548	OXFORD_NANOPORE	5149681	5378147	5378147	4.4365	4.4365	norm
SRR12247564	OXFORD_NANOPORE	4873383	5312736	5312736	9.0154	9.0154	norm
SRR12247594	OXFORD_NANOPORE	4811688	4799293	4799293	-0.2576	-0.2576	norm
SRR12247681	OXFORD_NANOPORE	5067008	4761939	5624726	-6.0207	11.0069	norm
SRR12247701	OXFORD_NANOPORE	5062122	6096638	5716260	20.4364	12.9222	norm
SRR12247704	OXFORD_NANOPORE	5284469	5754226	5754226	8.8894	8.8894	norm
SRR12247705	OXFORD_NANOPORE	5284470	5639630	5639630	6.7208	6.7208	norm
SRR12247712	OXFORD_NANOPORE	4948386	5471050	5471050	10.5623	10.5623	norm
SRR12247721	OXFORD_NANOPORE	4893505	5016606	5016606	2.5156	2.5156	norm
SRR12247731	OXFORD_NANOPORE	5222894	5443397	5443397	4.2219	4.2219	norm
SRR12247737	OXFORD_NANOPORE	4687823	4764695	4764695	1.6398	1.6398	norm
SRR12247743	OXFORD_NANOPORE	4700814	5125252	5125252	9.0290	9.0290	norm
SRR12247756	OXFORD_NANOPORE	4780041	4911618	5047818	2.7526	5.6020	norm
SRR12247758	OXFORD_NANOPORE	4809559	5054490	5054490	5.0926	5.0926	norm
SRR12280256	OXFORD_NANOPORE	5374479	5238265	5238265	-2.5345	-2.5345	norm
SRR12280257	OXFORD_NANOPORE	5374479	5337913	5337913	-0.6804	-0.6804	norm
SRR12280475	OXFORD_NANOPORE	6337561	6073686	6073686	-4.1637	-4.1637	norm
SRR12280476	OXFORD_NANOPORE	6337561	6157279	6157279	-2.8447	-2.8447	norm
SRR12282614	OXFORD_NANOPORE	6112257	6308546	6308546	3.2114	3.2114	norm
SRR12298352	PACBIO_SMRT	5309420	7856479	6459128	47.9725	21.6541	pb_preset
SRR12298376	OXFORD_NANOPORE	6043975	7093896	7093896	17.3714	17.3714	norm
SRR12298378	OXFORD_NANOPORE	6091660	7242534	6967160	18.8926	14.3721	norm
SRR12298422	OXFORD_NANOPORE	5374500	6431025	6431025	19.6581	19.6581	norm
SRR12298423	OXFORD_NANOPORE	4915705	5970202	5970202	21.4516	21.4516	norm
SRR12298437	OXFORD_NANOPORE	4904566	5631277	5631277	14.8170	14.8170	norm
SRR12298445	OXFORD_NANOPORE	5568728	6793418	6793418	21.9923	21.9923	norm
SRR12298448	PACBIO_SMRT	5566305	7863942	6724205	41.2776	20.8020	pb_preset
SRR12298467	OXFORD_NANOPORE	4652007	4903126	4903126	5.3981	5.3981	norm
SRR12298472	OXFORD_NANOPORE	4652001	5060435	5060435	8.7797	8.7797	norm
SRR12298476	OXFORD_NANOPORE	4991577	5548465	5548465	11.1566	11.1566	norm
SRR12298477	OXFORD_NANOPORE	4992648	5529904	5529904	10.7609	10.7609	norm
SRR12298485	OXFORD_NANOPORE	5059614	6309506	6212680	24.7033	22.7896	norm
SRR12298508	OXFORD_NANOPORE	6236062	7603684	7603684	21.9309	21.9309	norm
SRR12298531	OXFORD_NANOPORE	4637518	5102882	5102882	10.0348	10.0348	norm
SRR12298612	OXFORD_NANOPORE	5580368	5499428	6144442	-1.4504	10.1082	norm
SRR12298664	OXFORD_NANOPORE	6332934	6878716	6569019	8.6182	3.7279	norm
SRR12298670	OXFORD_NANOPORE	4887958	5305284	5305284	8.5378	8.5378	norm
SRR12298691	OXFORD_NANOPORE	5170324	6562271	6310991	26.9219	22.0618	norm
SRR12298706	OXFORD_NANOPORE	5238808	6025349	6025349	15.0137	15.0137	norm
SRR12298707	OXFORD_NANOPORE	5018130	5731322	5731322	14.2123	14.2123	norm
SRR12298723	OXFORD_NANOPORE	5414996	5711338	5711338	5.4726	5.4726	norm
SRR12298735	OXFORD_NANOPORE	4981985	5170833	5170833	3.7906	3.7906	norm
SRR12298810	OXFORD_NANOPORE	5640008	6439830	6439830	14.1812	14.1812	norm
SRR12298818	OXFORD_NANOPORE	5234715	5674742	5674742	8.4059	8.4059	norm
SRR12298845	OXFORD_NANOPORE	4382172	5123358	5123358	16.9137	16.9137	norm
SRR12298990	OXFORD_NANOPORE	4946286	5203200	5203200	5.1941	5.1941	norm
SRR12298997	OXFORD_NANOPORE	4888717	5426702	5426702	11.0046	11.0046	norm
SRR12299048	OXFORD_NANOPORE	5377148	5892296	5892296	9.5803	9.5803	norm
SRR12299051	OXFORD_NANOPORE	4987558	5117172	5841250	2.5987	17.1164	norm
SRR12299058	OXFORD_NANOPORE	5175883	4185130	5427106	-19.1417	4.8537	norm
SRR12299098	OXFORD_NANOPORE	4843970	5703690	5703690	17.7483	17.7483	norm
SRR12299115	OXFORD_NANOPORE	4828684	6308276	6308276	30.6417	30.6417	norm
SRR12299137	OXFORD_NANOPORE	5495884	5503298	5503298	0.1349	0.1349	norm
SRR12299142	OXFORD_NANOPORE	5521511	6034824	5972827	9.2966	8.1738	norm
SRR12299175	OXFORD_NANOPORE	5673126	5906960	5906960	4.1218	4.1218	norm
SRR12328710	OXFORD_NANOPORE	4208122	4401205	4401205	4.5883	4.5883	norm
SRR12328712	OXFORD_NANOPORE	3816508	4096266	4096266	7.3302	7.3302	norm
SRR12328713	OXFORD_NANOPORE	3810320	3927176	3927176	3.0668	3.0668	norm
SRR12329010	OXFORD_NANOPORE	5227144	5370872	5371742	2.7496	2.7663	norm
SRR12339180	PACBIO_SMRT	5049889	5018806	5003466	-0.6155	-0.9193	pb_preset
SRR12342986	OXFORD_NANOPORE	5295190	5498938	5498938	3.8478	3.8478	norm
SRR12342988	OXFORD_NANOPORE	4774395	5041520	5041520	5.5949	5.5949	norm
SRR12343853	OXFORD_NANOPORE	2741087	2625695	2616104	-4.2097	-4.5596	norm
SRR12343854	OXFORD_NANOPORE	2743582	2643684	2662388	-3.6412	-2.9594	norm
SRR12343942	OXFORD_NANOPORE	2816536	2707307	2704669	-3.8781	-3.9718	norm
SRR12343949	OXFORD_NANOPORE	2768180	2698560	2705658	-2.5150	-2.2586	norm
SRR12343955	OXFORD_NANOPORE	2791157	2582563	2598993	-7.4734	-6.8847	norm
SRR12343957	OXFORD_NANOPORE	2800541	2762554	2752070	-1.3564	-1.7308	norm
SRR12343960	OXFORD_NANOPORE	2735271	2706173	2689678	-1.0638	-1.6669	norm
SRR12343965	OXFORD_NANOPORE	2723848	2600620	2592754	-4.5240	-4.8128	norm
SRR12343973	OXFORD_NANOPORE	2717651	2657734	2657734	-2.2047	-2.2047	norm
SRR12343978	OXFORD_NANOPORE	2797313	2695036	2694397	-3.6563	-3.6791	norm
SRR12343982	OXFORD_NANOPORE	2739777	2666768	2680379	-2.6648	-2.1680	norm
SRR12343987	OXFORD_NANOPORE	2801757	2790965	2779846	-0.3852	-0.7820	norm
SRR12343988	OXFORD_NANOPORE	2810143	2709592	2722683	-3.5781	-3.1123	norm
SRR12343990	OXFORD_NANOPORE	2909026	2659736	2637007	-8.5695	-9.3509	norm
SRR12343994	OXFORD_NANOPORE	2736151	2640066	2662576	-3.5117	-2.6890	norm
SRR12344005	OXFORD_NANOPORE	2779091	2687716	2708915	-3.2879	-2.5251	norm
SRR12344009	OXFORD_NANOPORE	2769434	2670828	2670828	-3.5605	-3.5605	norm
SRR12344012	OXFORD_NANOPORE	2735946	2575725	2594136	-5.8561	-5.1832	norm
SRR12344015	OXFORD_NANOPORE	2743409	2587776	2603029	-5.6730	-5.1170	norm
SRR12356814	OXFORD_NANOPORE	6775260	7805882	7805882	15.2115	15.2115	norm
SRR12367305	PACBIO_SMRT	10375238	27967366	18410636	169.5588	77.4478	pb_preset
SRR12367307	OXFORD_NANOPORE	10375238	10636654	10541409	2.5196	1.6016	norm
SRR12390689	PACBIO_SMRT	4934017	7499976	6573724	52.0055	33.2327	pb_preset
SRR12390701	PACBIO_SMRT	5387171	7635680	6894215	41.7382	27.9747	pb_preset
SRR12395855	OXFORD_NANOPORE	3918289	3408606	3408606	-13.0078	-13.0078	norm
SRR12396136	PACBIO_SMRT	3918289	5629753	4913368	43.6789	25.3958	pb_preset
SRR12464724	OXFORD_NANOPORE	5842465	5686812	5684674	-2.6642	-2.7008	norm
